# x_m,y_m,total_field_nT  (synthetic magnetometer survey - 2 known buried targets)
13.000,5.500,49981.279
13.000,6.000,49979.414
13.000,6.500,49977.008
13.000,7.000,49976.883
13.000,7.500,49974.793
13.000,8.000,49975.647
13.000,8.500,49972.972
13.000,9.000,49969.868
13.000,9.500,49969.696
13.000,10.000,49965.203
13.000,10.500,49961.208
13.000,11.000,49957.737
13.000,11.500,49954.154
13.000,12.000,49946.322
13.000,12.500,49946.903
13.000,13.000,49941.563
13.000,13.500,49942.607
13.000,14.000,49945.279
13.000,14.500,49944.835
13.000,15.000,49945.274
13.000,15.500,49946.116
13.000,16.000,49950.846
13.000,16.500,49950.289
13.000,17.000,49956.442
13.000,17.500,49961.208
13.000,18.000,49968.062
13.000,18.500,49969.927
13.000,19.000,49972.807
13.000,19.500,49972.493
13.000,20.000,49978.982
13.250,0.000,49984.628
13.250,0.500,49982.277
13.250,1.000,49987.150
13.250,1.500,49981.316
13.250,2.000,49981.951
13.250,2.500,49982.669
13.250,3.000,49981.279
13.250,3.500,49983.225
13.250,4.000,49982.480
13.250,4.500,49981.801
13.250,5.000,49983.959
13.250,5.500,49978.058
13.250,6.000,49981.833
13.250,6.500,49977.678
13.250,7.000,49980.065
13.250,7.500,49979.471
13.250,8.000,49978.549
13.250,8.500,49972.981
13.250,9.000,49969.326
13.250,9.500,49968.950
13.250,10.000,49965.319
13.250,10.500,49959.265
13.250,11.000,49959.193
13.250,11.500,49952.777
13.250,12.000,49952.638
13.250,12.500,49948.890
13.250,13.000,49944.940
13.250,13.500,49944.313
13.250,14.000,49943.570
13.250,14.500,49943.573
13.250,15.000,49950.009
13.250,15.500,49946.038
13.250,16.000,49950.558
13.250,16.500,49955.648
13.250,17.000,49957.513
13.250,17.500,49960.966
13.250,18.000,49963.405
13.250,18.500,49970.247
13.250,19.000,49972.139
13.250,19.500,49973.972
13.250,20.000,49972.833
13.500,0.000,49983.641
13.500,0.500,49983.182
13.500,1.000,49982.096
13.500,1.500,49980.366
13.500,2.000,49982.149
13.500,2.500,49980.701
13.500,3.000,49981.864
13.500,3.500,49981.533
13.500,4.000,49980.574
13.500,4.500,49981.986
13.500,5.000,49980.071
13.500,5.500,49980.382
13.500,6.000,49979.524
13.500,6.500,49979.585
13.500,7.000,49975.643
13.500,7.500,49975.392
13.500,8.000,49975.880
13.500,8.500,49973.037
13.500,9.000,49972.483
13.500,9.500,49969.538
13.500,10.000,49964.995
13.500,10.500,49963.858
13.500,11.000,49958.740
13.500,11.500,49957.036
13.500,12.000,49955.006
13.500,12.500,49950.955
13.500,13.000,49950.584
13.500,13.500,49943.529
13.500,14.000,49944.610
13.500,14.500,49945.456
13.500,15.000,49946.550
13.500,15.500,49949.876
13.500,16.000,49951.673
13.500,16.500,49957.260
13.500,17.000,49960.604
13.500,17.500,49963.157
13.500,18.000,49964.143
13.500,18.500,49969.241
13.500,19.000,49971.806
13.500,19.500,49973.338
13.500,20.000,49974.542
13.750,0.000,49983.852
13.750,0.500,49980.800
13.750,1.000,49980.926
13.750,1.500,49982.309
13.750,2.000,49981.912
13.750,2.500,49982.174
13.750,3.000,49980.214
13.750,3.500,49978.372
13.750,4.000,49978.143
13.750,4.500,49978.949
13.750,5.000,49980.314
13.750,5.500,49979.758
13.750,6.000,49975.189
13.750,6.500,49977.935
13.750,7.000,49976.078
13.750,7.500,49973.544
13.750,8.000,49977.082
13.750,8.500,49972.635
13.750,9.000,49971.642
13.750,9.500,49972.102
13.750,10.000,49964.904
13.750,10.500,49962.397
13.750,11.000,49962.204
13.750,11.500,49954.885
13.750,12.000,49953.941
13.750,12.500,49951.245
13.750,13.000,49950.580
13.750,13.500,49948.454
13.750,14.000,49946.044
13.750,14.500,49949.304
13.750,15.000,49950.392
13.750,15.500,49949.599
13.750,16.000,49952.798
13.750,16.500,49956.058
13.750,17.000,49958.246
13.750,17.500,49964.589
13.750,18.000,49965.290
13.750,18.500,49967.834
13.750,19.000,49968.844
13.750,19.500,49971.647
13.750,20.000,49976.023
14.000,0.000,49981.629
14.000,0.500,49977.954
14.000,1.000,49978.753
14.000,1.500,49981.027
14.000,2.000,49979.140
14.000,2.500,49978.843
14.000,3.000,49978.135
14.000,3.500,49977.144
14.000,4.000,49978.952
14.000,4.500,49977.853
14.000,5.000,49979.682
14.000,5.500,49977.342
14.000,6.000,49975.372
14.000,6.500,49977.126
14.000,7.000,49977.236
14.000,7.500,49973.087
14.000,8.000,49970.423
14.000,8.500,49970.829
14.000,9.000,49967.849
14.000,9.500,49970.396
14.000,10.000,49963.637
14.000,10.500,49962.759
14.000,11.000,49962.798
14.000,11.500,49959.152
14.000,12.000,49954.421
14.000,12.500,49951.662
14.000,13.000,49950.716
14.000,13.500,49949.454
14.000,14.000,49951.657
14.000,14.500,49949.582
14.000,15.000,49948.964
14.000,15.500,49954.315
14.000,16.000,49956.747
14.000,16.500,49957.505
14.000,17.000,49961.746
14.000,17.500,49963.327
14.000,18.000,49963.909
14.000,18.500,49967.812
14.000,19.000,49968.157
14.000,19.500,49970.596
14.000,20.000,49971.569
14.250,0.000,49979.637
14.250,0.500,49979.294
14.250,1.000,49976.895
14.250,1.500,49977.336
14.250,2.000,49978.530
14.250,2.500,49979.023
14.250,3.000,49978.197
14.250,3.500,49974.503
14.250,4.000,49979.425
14.250,4.500,49979.783
14.250,5.000,49979.070
14.250,5.500,49977.008
14.250,6.000,49976.610
14.250,6.500,49973.930
14.250,7.000,49974.382
14.250,7.500,49971.448
14.250,8.000,49972.207
14.250,8.500,49968.571
14.250,9.000,49970.073
14.250,9.500,49966.917
14.250,10.000,49966.624
14.250,10.500,49963.565
14.250,11.000,49960.266
14.250,11.500,49959.827
14.250,12.000,49954.492
14.250,12.500,49953.801
14.250,13.000,49951.771
14.250,13.500,49952.655
14.250,14.000,49951.069
14.250,14.500,49951.944
14.250,15.000,49953.365
14.250,15.500,49950.679
14.250,16.000,49954.863
14.250,16.500,49958.736
14.250,17.000,49962.474
14.250,17.500,49964.150
14.250,18.000,49967.440
14.250,18.500,49967.116
14.250,19.000,49969.346
14.250,19.500,49969.966
14.250,20.000,49971.371
14.500,0.000,49976.383
14.500,0.500,49976.694
14.500,1.000,49977.087
14.500,1.500,49976.241
14.500,2.000,49977.082
14.500,2.500,49974.114
14.500,3.000,49977.253
14.500,3.500,49976.613
14.500,4.000,49976.710
14.500,4.500,49974.992
14.500,5.000,49974.515
14.500,5.500,49976.274
14.500,6.000,49974.013
14.500,6.500,49976.575
14.500,7.000,49970.728
14.500,7.500,49971.581
14.500,8.000,49969.229
14.500,8.500,49968.544
14.500,9.000,49967.162
14.500,9.500,49966.057
14.500,10.000,49966.194
14.500,10.500,49961.379
14.500,11.000,49961.967
14.500,11.500,49956.812
14.500,12.000,49956.367
14.500,12.500,49957.182
14.500,13.000,49954.495
14.500,13.500,49953.312
14.500,14.000,49953.539
14.500,14.500,49953.767
14.500,15.000,49954.744
14.500,15.500,49957.308
14.500,16.000,49955.418
14.500,16.500,49958.867
14.500,17.000,49962.008
14.500,17.500,49964.219
14.500,18.000,49965.857
14.500,18.500,49968.738
14.500,19.000,49967.595
14.500,19.500,49967.700
14.500,20.000,49972.829
14.750,0.000,49975.961
14.750,0.500,49975.022
14.750,1.000,49975.767
14.750,1.500,49974.915
14.750,2.000,49976.902
14.750,2.500,49976.534
14.750,3.000,49975.445
14.750,3.500,49975.534
14.750,4.000,49974.479
14.750,4.500,49975.633
14.750,5.000,49970.158
14.750,5.500,49971.499
14.750,6.000,49972.668
14.750,6.500,49971.499
14.750,7.000,49969.987
14.750,7.500,49971.523
14.750,8.000,49968.178
14.750,8.500,49968.880
14.750,9.000,49967.494
14.750,9.500,49965.988
14.750,10.000,49963.096
14.750,10.500,49962.355
14.750,11.000,49962.701
14.750,11.500,49959.875
14.750,12.000,49958.784
14.750,12.500,49955.698
14.750,13.000,49952.065
14.750,13.500,49953.150
14.750,14.000,49953.358
14.750,14.500,49955.802
14.750,15.000,49956.323
14.750,15.500,49956.455
14.750,16.000,49956.055
14.750,16.500,49959.252
14.750,17.000,49960.468
14.750,17.500,49962.279
14.750,18.000,49962.489
14.750,18.500,49966.597
14.750,19.000,49967.263
14.750,19.500,49969.761
14.750,20.000,49967.453
15.000,0.000,49972.427
15.000,0.500,49979.473
15.000,1.000,49972.555
15.000,1.500,49974.161
15.000,2.000,49974.222
15.000,2.500,49971.905
15.000,3.000,49975.756
15.000,3.500,49972.822
15.000,4.000,49972.865
15.000,4.500,49975.047
15.000,5.000,49970.763
15.000,5.500,49970.792
15.000,6.000,49970.512
15.000,6.500,49968.402
15.000,7.000,49970.218
15.000,7.500,49969.756
15.000,8.000,49968.452
15.000,8.500,49968.167
15.000,9.000,49967.356
15.000,9.500,49965.306
15.000,10.000,49963.050
15.000,10.500,49963.751
15.000,11.000,49959.320
15.000,11.500,49960.902
15.000,12.000,49957.039
15.000,12.500,49957.175
15.000,13.000,49957.745
15.000,13.500,49950.954
15.000,14.000,49953.837
15.000,14.500,49953.745
15.000,15.000,49957.566
15.000,15.500,49955.417
15.000,16.000,49961.422
15.000,16.500,49956.515
15.000,17.000,49960.890
15.000,17.500,49961.341
15.000,18.000,49964.169
15.000,18.500,49963.950
15.000,19.000,49965.381
15.000,19.500,49964.449
15.000,20.000,49968.339
15.250,0.000,49969.823
15.250,0.500,49969.995
15.250,1.000,49971.965
15.250,1.500,49971.513
15.250,2.000,49973.076
15.250,2.500,49969.326
15.250,3.000,49971.782
15.250,3.500,49971.400
15.250,4.000,49970.196
15.250,4.500,49969.139
15.250,5.000,49969.875
15.250,5.500,49970.917
15.250,6.000,49968.567
15.250,6.500,49969.867
15.250,7.000,49967.575
15.250,7.500,49969.874
15.250,8.000,49966.530
15.250,8.500,49965.323
15.250,9.000,49962.154
15.250,9.500,49961.303
15.250,10.000,49962.786
15.250,10.500,49960.563
15.250,11.000,49959.970
15.250,11.500,49957.173
15.250,12.000,49956.705
15.250,12.500,49954.884
15.250,13.000,49955.393
15.250,13.500,49954.068
15.250,14.000,49957.001
15.250,14.500,49953.363
15.250,15.000,49956.628
15.250,15.500,49954.238
15.250,16.000,49956.233
15.250,16.500,49956.938
15.250,17.000,49961.437
15.250,17.500,49961.559
15.250,18.000,49962.420
15.250,18.500,49963.795
15.250,19.000,49962.944
15.250,19.500,49967.690
15.250,20.000,49968.574
15.500,0.000,49969.741
15.500,0.500,49969.705
15.500,1.000,49970.539
15.500,1.500,49969.166
15.500,2.000,49968.976
15.500,2.500,49968.363
15.500,3.000,49968.387
15.500,3.500,49967.968
15.500,4.000,49969.522
15.500,4.500,49967.645
15.500,5.000,49967.163
15.500,5.500,49966.486
15.500,6.000,49964.743
15.500,6.500,49968.836
15.500,7.000,49966.693
15.500,7.500,49966.586
15.500,8.000,49963.761
15.500,8.500,49965.921
15.500,9.000,49963.037
15.500,9.500,49963.991
15.500,10.000,49960.702
15.500,10.500,49959.503
15.500,11.000,49957.596
15.500,11.500,49957.339
15.500,12.000,49956.469
15.500,12.500,49957.422
15.500,13.000,49956.753
15.500,13.500,49954.108
15.500,14.000,49955.640
15.500,14.500,49949.896
15.500,15.000,49953.738
15.500,15.500,49955.557
15.500,16.000,49957.462
15.500,16.500,49957.857
15.500,17.000,49958.304
15.500,17.500,49958.878
15.500,18.000,49959.522
15.500,18.500,49964.665
15.500,19.000,49964.503
15.500,19.500,49965.697
15.500,20.000,49964.572
15.750,0.000,49966.451
15.750,0.500,49967.980
15.750,1.000,49966.995
15.750,1.500,49966.709
15.750,2.000,49966.716
15.750,2.500,49965.637
15.750,3.000,49965.091
15.750,3.500,49965.821
15.750,4.000,49963.864
15.750,4.500,49966.563
15.750,5.000,49966.610
15.750,5.500,49963.841
15.750,6.000,49961.848
15.750,6.500,49964.718
15.750,7.000,49963.961
15.750,7.500,49963.041
15.750,8.000,49960.341
15.750,8.500,49958.720
15.750,9.000,49963.339
15.750,9.500,49959.547
15.750,10.000,49959.662
15.750,10.500,49957.786
15.750,11.000,49957.482
15.750,11.500,49953.935
15.750,12.000,49954.246
15.750,12.500,49952.070
15.750,13.000,49951.843
15.750,13.500,49952.011
15.750,14.000,49950.228
15.750,14.500,49952.383
15.750,15.000,49952.408
15.750,15.500,49952.324
15.750,16.000,49954.715
15.750,16.500,49955.835
15.750,17.000,49955.606
15.750,17.500,49960.910
15.750,18.000,49959.983
15.750,18.500,49961.554
15.750,19.000,49960.280
15.750,19.500,49962.937
15.750,20.000,49963.491
16.000,0.000,49962.883
16.000,0.500,49963.287
16.000,1.000,49968.570
16.000,1.500,49963.454
16.000,2.000,49964.659
16.000,2.500,49963.447
16.000,3.000,49964.835
16.000,3.500,49961.892
16.000,4.000,49961.646
16.000,4.500,49964.594
16.000,5.000,49962.894
16.000,5.500,49958.545
16.000,6.000,49961.916
16.000,6.500,49961.178
16.000,7.000,49962.032
16.000,7.500,49960.902
16.000,8.000,49960.324
16.000,8.500,49959.265
16.000,9.000,49958.827
16.000,9.500,49955.857
16.000,10.000,49955.507
16.000,10.500,49954.559
16.000,11.000,49952.926
16.000,11.500,49955.246
16.000,12.000,49954.872
16.000,12.500,49953.482
16.000,13.000,49951.123
16.000,13.500,49950.880
16.000,14.000,49950.910
16.000,14.500,49953.355
16.000,15.000,49952.815
16.000,15.500,49955.170
16.000,16.000,49951.802
16.000,16.500,49953.725
16.000,17.000,49953.047
16.000,17.500,49953.712
16.000,18.000,49956.496
16.000,18.500,49957.082
16.000,19.000,49957.622
16.000,19.500,49956.832
16.000,20.000,49960.106
16.250,0.000,49960.797
16.250,0.500,49962.497
16.250,1.000,49961.842
16.250,1.500,49958.927
16.250,2.000,49961.351
16.250,2.500,49959.706
16.250,3.000,49962.730
16.250,3.500,49960.193
16.250,4.000,49959.263
16.250,4.500,49959.161
16.250,5.000,49957.240
16.250,5.500,49961.088
16.250,6.000,49962.001
16.250,6.500,49955.827
16.250,7.000,49957.596
16.250,7.500,49957.306
16.250,8.000,49956.024
16.250,8.500,49958.128
16.250,9.000,49957.503
16.250,9.500,49954.544
16.250,10.000,49957.259
16.250,10.500,49953.417
16.250,11.000,49952.218
16.250,11.500,49952.241
16.250,12.000,49950.006
16.250,12.500,49952.709
16.250,13.000,49950.996
16.250,13.500,49949.249
16.250,14.000,49949.405
16.250,14.500,49948.420
16.250,15.000,49950.465
16.250,15.500,49948.589
16.250,16.000,49951.130
16.250,16.500,49951.046
16.250,17.000,49953.431
16.250,17.500,49954.931
16.250,18.000,49955.333
16.250,18.500,49954.729
16.250,19.000,49954.568
16.250,19.500,49955.852
16.250,20.000,49956.890
16.500,0.000,49958.366
16.500,0.500,49956.688
16.500,1.000,49955.984
16.500,1.500,49957.578
16.500,2.000,49959.225
16.500,2.500,49959.848
16.500,3.000,49958.065
16.500,3.500,49955.204
16.500,4.000,49958.594
16.500,4.500,49954.979
16.500,5.000,49954.829
16.500,5.500,49956.331
16.500,6.000,49953.287
16.500,6.500,49956.189
16.500,7.000,49954.491
16.500,7.500,49954.710
16.500,8.000,49952.368
16.500,8.500,49954.316
16.500,9.000,49953.213
16.500,9.500,49951.255
16.500,10.000,49952.543
16.500,10.500,49946.443
16.500,11.000,49950.288
16.500,11.500,49948.923
16.500,12.000,49947.290
16.500,12.500,49948.236
16.500,13.000,49948.327
16.500,13.500,49946.225
16.500,14.000,49947.067
16.500,14.500,49947.268
16.500,15.000,49948.167
16.500,15.500,49949.810
16.500,16.000,49947.786
16.500,16.500,49951.060
16.500,17.000,49947.788
16.500,17.500,49950.884
16.500,18.000,49948.546
16.500,18.500,49951.908
16.500,19.000,49953.527
16.500,19.500,49956.081
16.500,20.000,49953.677
16.750,0.000,49952.461
16.750,0.500,49955.032
16.750,1.000,49953.453
16.750,1.500,49953.426
16.750,2.000,49954.528
16.750,2.500,49954.651
16.750,3.000,49950.256
16.750,3.500,49952.755
16.750,4.000,49952.456
16.750,4.500,49950.655
16.750,5.000,49949.576
16.750,5.500,49951.635
16.750,6.000,49950.730
16.750,6.500,49949.994
16.750,7.000,49950.493
16.750,7.500,49949.749
16.750,8.000,49949.838
16.750,8.500,49951.672
16.750,9.000,49948.719
16.750,9.500,49951.008
16.750,10.000,49949.454
16.750,10.500,49948.429
16.750,11.000,49945.281
16.750,11.500,49945.358
16.750,12.000,49943.897
16.750,12.500,49945.459
16.750,13.000,49944.397
16.750,13.500,49944.949
16.750,14.000,49944.668
16.750,14.500,49944.538
16.750,15.000,49943.962
16.750,15.500,49943.376
16.750,16.000,49944.614
16.750,16.500,49946.874
16.750,17.000,49946.128
16.750,17.500,49946.887
16.750,18.000,49948.890
16.750,18.500,49948.919
16.750,19.000,49946.552
16.750,19.500,49949.186
16.750,20.000,49948.505
17.000,0.000,49948.913
17.000,0.500,49949.492
17.000,1.000,49949.573
17.000,1.500,49951.196
17.000,2.000,49947.829
17.000,2.500,49948.003
17.000,3.000,49949.156
17.000,3.500,49949.571
17.000,4.000,49946.394
17.000,4.500,49948.762
17.000,5.000,49948.498
17.000,5.500,49947.015
17.000,6.000,49946.530
17.000,6.500,49947.731
17.000,7.000,49946.919
17.000,7.500,49946.491
17.000,8.000,49944.369
17.000,8.500,49942.426
17.000,9.000,49944.378
17.000,9.500,49943.597
17.000,10.000,49944.157
17.000,10.500,49941.784
17.000,11.000,49943.352
17.000,11.500,49942.513
17.000,12.000,49940.335
17.000,12.500,49942.481
17.000,13.000,49940.258
17.000,13.500,49939.546
17.000,14.000,49940.905
17.000,14.500,49940.569
17.000,15.000,49939.415
17.000,15.500,49941.993
17.000,16.000,49941.431
17.000,16.500,49940.761
17.000,17.000,49939.769
17.000,17.500,49943.570
17.000,18.000,49943.619
17.000,18.500,49944.183
17.000,19.000,49946.585
17.000,19.500,49941.273
17.000,20.000,49947.371
17.250,0.000,49945.825
17.250,0.500,49942.224
17.250,1.000,49945.123
17.250,1.500,49942.279
17.250,2.000,49941.817
17.250,2.500,49943.100
17.250,3.000,49945.851
17.250,3.500,49943.493
17.250,4.000,49942.848
17.250,4.500,49943.905
17.250,5.000,49941.424
17.250,5.500,49944.361
17.250,6.000,49944.202
17.250,6.500,49942.193
17.250,7.000,49940.041
17.250,7.500,49942.475
17.250,8.000,49940.923
17.250,8.500,49941.031
17.250,9.000,49941.329
17.250,9.500,49939.816
17.250,10.000,49937.333
17.250,10.500,49940.444
17.250,11.000,49938.161
17.250,11.500,49937.789
17.250,12.000,49937.831
17.250,12.500,49937.045
17.250,13.000,49937.448
17.250,13.500,49936.466
17.250,14.000,49935.850
17.250,14.500,49935.344
17.250,15.000,49935.559
17.250,15.500,49936.145
17.250,16.000,49938.393
17.250,16.500,49936.798
17.250,17.000,49937.576
17.250,17.500,49938.057
17.250,18.000,49939.487
17.250,18.500,49940.135
17.250,19.000,49942.586
17.250,19.500,49937.976
17.250,20.000,49940.139
17.500,0.000,49938.693
17.500,0.500,49935.224
17.500,1.000,49940.273
17.500,1.500,49937.387
17.500,2.000,49936.260
17.500,2.500,49938.784
17.500,3.000,49933.895
17.500,3.500,49937.359
17.500,4.000,49935.386
17.500,4.500,49936.665
17.500,5.000,49937.043
17.500,5.500,49937.444
17.500,6.000,49936.622
17.500,6.500,49938.859
17.500,7.000,49935.522
17.500,7.500,49934.589
17.500,8.000,49936.588
17.500,8.500,49934.274
17.500,9.000,49934.601
17.500,9.500,49927.653
17.500,10.000,49933.815
17.500,10.500,49932.600
17.500,11.000,49931.649
17.500,11.500,49930.931
17.500,12.000,49932.926
17.500,12.500,49928.221
17.500,13.000,49935.790
17.500,13.500,49932.661
17.500,14.000,49931.439
17.500,14.500,49933.781
17.500,15.000,49931.478
17.500,15.500,49929.941
17.500,16.000,49933.112
17.500,16.500,49929.461
17.500,17.000,49933.201
17.500,17.500,49934.509
17.500,18.000,49933.938
17.500,18.500,49931.382
17.500,19.000,49934.281
17.500,19.500,49934.187
17.500,20.000,49933.636
17.750,0.000,49927.566
17.750,0.500,49929.177
17.750,1.000,49930.117
17.750,1.500,49932.460
17.750,2.000,49934.796
17.750,2.500,49931.834
17.750,3.000,49929.237
17.750,3.500,49929.645
17.750,4.000,49931.741
17.750,4.500,49930.864
17.750,5.000,49930.337
17.750,5.500,49929.895
17.750,6.000,49931.104
17.750,6.500,49932.404
17.750,7.000,49928.787
17.750,7.500,49928.710
17.750,8.000,49928.907
17.750,8.500,49927.114
17.750,9.000,49924.159
17.750,9.500,49927.816
17.750,10.000,49925.597
17.750,10.500,49928.296
17.750,11.000,49926.232
17.750,11.500,49927.866
17.750,12.000,49924.032
17.750,12.500,49926.764
17.750,13.000,49922.431
17.750,13.500,49926.167
17.750,14.000,49924.365
17.750,14.500,49926.167
17.750,15.000,49924.341
17.750,15.500,49926.091
17.750,16.000,49926.072
17.750,16.500,49926.194
17.750,17.000,49926.622
17.750,17.500,49928.842
17.750,18.000,49925.856
17.750,18.500,49929.181
17.750,19.000,49926.917
17.750,19.500,49929.618
17.750,20.000,49931.660
18.000,0.000,49922.040
18.000,0.500,49919.928
18.000,1.000,49923.324
18.000,1.500,49921.949
18.000,2.000,49922.095
18.000,2.500,49922.279
18.000,3.000,49921.850
18.000,3.500,49924.661
18.000,4.000,49924.053
18.000,4.500,49923.939
18.000,5.000,49925.487
18.000,5.500,49920.664
18.000,6.000,49917.858
18.000,6.500,49924.403
18.000,7.000,49921.487
18.000,7.500,49920.752
18.000,8.000,49917.837
18.000,8.500,49918.203
18.000,9.000,49920.943
18.000,9.500,49919.356
18.000,10.000,49916.003
18.000,10.500,49917.488
18.000,11.000,49920.151
18.000,11.500,49920.197
18.000,12.000,49918.336
18.000,12.500,49922.046
18.000,13.000,49919.170
18.000,13.500,49920.243
18.000,14.000,49919.493
18.000,14.500,49918.774
18.000,15.000,49915.621
18.000,15.500,49915.394
18.000,16.000,49916.902
18.000,16.500,49918.666
18.000,17.000,49918.579
18.000,17.500,49919.460
18.000,18.000,49919.203
18.000,18.500,49920.288
18.000,19.000,49921.387
18.000,19.500,49920.243
18.000,20.000,49920.110
18.250,0.000,49910.351
18.250,0.500,49915.519
18.250,1.000,49912.970
18.250,1.500,49912.679
18.250,2.000,49915.247
18.250,2.500,49915.217
18.250,3.000,49914.742
18.250,3.500,49915.023
18.250,4.000,49911.811
18.250,4.500,49912.953
18.250,5.000,49912.302
18.250,5.500,49915.536
18.250,6.000,49914.036
18.250,6.500,49912.155
18.250,7.000,49913.547
18.250,7.500,49912.594
18.250,8.000,49911.587
18.250,8.500,49912.180
18.250,9.000,49912.462
18.250,9.500,49910.672
18.250,10.000,49908.706
18.250,10.500,49910.816
18.250,11.000,49909.603
18.250,11.500,49908.018
18.250,12.000,49908.351
18.250,12.500,49908.937
18.250,13.000,49909.208
18.250,13.500,49909.920
18.250,14.000,49908.729
18.250,14.500,49909.752
18.250,15.000,49908.607
18.250,15.500,49910.130
18.250,16.000,49910.108
18.250,16.500,49910.590
18.250,17.000,49912.155
18.250,17.500,49909.860
18.250,18.000,49908.192
18.250,18.500,49910.768
18.250,19.000,49912.400
18.250,19.500,49911.518
18.250,20.000,49912.240
18.500,0.000,49901.412
18.500,0.500,49902.674
18.500,1.000,49904.657
18.500,1.500,49904.931
18.500,2.000,49902.547
18.500,2.500,49904.121
18.500,3.000,49902.393
18.500,3.500,49901.609
18.500,4.000,49903.311
18.500,4.500,49903.384
18.500,5.000,49903.494
18.500,5.500,49903.821
18.500,6.000,49905.054
18.500,6.500,49903.758
18.500,7.000,49901.576
18.500,7.500,49903.294
18.500,8.000,49899.438
18.500,8.500,49901.533
18.500,9.000,49902.696
18.500,9.500,49901.863
18.500,10.000,49901.815
18.500,10.500,49903.172
18.500,11.000,49898.943
18.500,11.500,49901.013
18.500,12.000,49899.476
18.500,12.500,49901.119
18.500,13.000,49899.497
18.500,13.500,49900.415
18.500,14.000,49901.536
18.500,14.500,49900.188
18.500,15.000,49899.005
18.500,15.500,49898.895
18.500,16.000,49898.575
18.500,16.500,49901.378
18.500,17.000,49902.022
18.500,17.500,49899.941
18.500,18.000,49897.859
18.500,18.500,49899.894
18.500,19.000,49901.767
18.500,19.500,49899.962
18.500,20.000,49898.701
18.750,0.000,49891.534
18.750,0.500,49889.073
18.750,1.000,49892.548
18.750,1.500,49891.378
18.750,2.000,49891.981
18.750,2.500,49893.740
18.750,3.000,49890.327
18.750,3.500,49888.352
18.750,4.000,49891.405
18.750,4.500,49892.014
18.750,5.000,49889.017
18.750,5.500,49890.447
18.750,6.000,49890.304
18.750,6.500,49890.678
18.750,7.000,49889.512
18.750,7.500,49894.217
18.750,8.000,49889.603
18.750,8.500,49890.043
18.750,9.000,49888.794
18.750,9.500,49885.312
18.750,10.000,49891.104
18.750,10.500,49884.060
18.750,11.000,49890.605
18.750,11.500,49886.381
18.750,12.000,49886.144
18.750,12.500,49887.870
18.750,13.000,49891.216
18.750,13.500,49888.333
18.750,14.000,49887.543
18.750,14.500,49886.702
18.750,15.000,49888.898
18.750,15.500,49887.478
18.750,16.000,49889.253
18.750,16.500,49885.418
18.750,17.000,49889.363
18.750,17.500,49889.272
18.750,18.000,49886.993
18.750,18.500,49887.728
18.750,19.000,49889.300
18.750,19.500,49889.033
18.750,20.000,49890.432
19.000,0.000,49876.612
19.000,0.500,49877.372
19.000,1.000,49881.799
19.000,1.500,49877.288
19.000,2.000,49877.828
19.000,2.500,49878.110
19.000,3.000,49877.857
19.000,3.500,49879.976
19.000,4.000,49877.189
19.000,4.500,49879.200
19.000,5.000,49876.495
19.000,5.500,49878.786
19.000,6.000,49877.143
19.000,6.500,49877.028
19.000,7.000,49876.971
19.000,7.500,49877.733
19.000,8.000,49874.912
19.000,8.500,49875.033
19.000,9.000,49879.326
19.000,9.500,49876.809
19.000,10.000,49875.288
19.000,10.500,49876.580
19.000,11.000,49875.326
19.000,11.500,49871.855
19.000,12.000,49875.314
19.000,12.500,49874.757
19.000,13.000,49875.366
19.000,13.500,49873.619
19.000,14.000,49874.430
19.000,14.500,49876.495
19.000,15.000,49874.616
19.000,15.500,49874.296
19.000,16.000,49875.619
19.000,16.500,49874.641
19.000,17.000,49877.018
19.000,17.500,49875.355
19.000,18.000,49876.375
19.000,18.500,49874.993
19.000,19.000,49874.398
19.000,19.500,49877.568
19.000,20.000,49877.095
19.250,0.000,49864.625
19.250,0.500,49864.711
19.250,1.000,49861.335
19.250,1.500,49863.645
19.250,2.000,49860.376
19.250,2.500,49864.076
19.250,3.000,49861.574
19.250,3.500,49863.800
19.250,4.000,49864.076
19.250,4.500,49862.056
19.250,5.000,49862.700
19.250,5.500,49864.427
19.250,6.000,49859.961
19.250,6.500,49863.246
19.250,7.000,49862.286
19.250,7.500,49863.351
19.250,8.000,49859.262
19.250,8.500,49861.551
19.250,9.000,49863.003
19.250,9.500,49863.185
19.250,10.000,49859.795
19.250,10.500,49860.339
19.250,11.000,49863.341
19.250,11.500,49858.285
19.250,12.000,49860.204
19.250,12.500,49860.422
19.250,13.000,49860.332
19.250,13.500,49858.614
19.250,14.000,49861.444
19.250,14.500,49861.349
19.250,15.000,49862.793
19.250,15.500,49858.966
19.250,16.000,49859.550
19.250,16.500,49862.060
19.250,17.000,49863.302
19.250,17.500,49860.743
19.250,18.000,49858.657
19.250,18.500,49860.823
19.250,19.000,49862.794
19.250,19.500,49862.562
19.250,20.000,49863.409
19.500,0.000,49850.080
19.500,0.500,49846.487
19.500,1.000,49845.712
19.500,1.500,49845.194
19.500,2.000,49846.738
19.500,2.500,49848.367
19.500,3.000,49849.339
19.500,3.500,49846.979
19.500,4.000,49846.567
19.500,4.500,49846.232
19.500,5.000,49848.148
19.500,5.500,49845.033
19.500,6.000,49845.878
19.500,6.500,49845.769
19.500,7.000,49845.686
19.500,7.500,49848.273
19.500,8.000,49844.051
19.500,8.500,49848.894
