x_m,y_m,value
18.6667,9.1667,2839.493621
18.8333,9.1667,2886.943220
19.0000,9.1667,2905.515488
19.1667,9.1667,2889.225521
19.3333,9.1667,2830.071750
19.5000,9.1667,2716.778984
19.6667,9.1667,2532.941255
19.8333,9.1667,2254.464583
20.0000,9.1667,1846.756446
20.1667,9.1667,1262.933457
20.3333,9.1667,445.092883
20.5000,9.1667,-669.034789
20.6667,9.1667,-2132.491470
20.8333,9.1667,-3969.155502
21.0000,9.1667,-6151.343128
21.1667,9.1667,-8581.936833
21.3333,9.1667,-11089.154821
21.5000,9.1667,-13440.025404
21.6667,9.1667,-15373.663052
21.8333,9.1667,-16648.967873
22.0000,9.1667,-17095.300005
22.1667,9.1667,-16651.420998
22.3333,9.1667,-15379.993392
22.5000,9.1667,-13452.618030
22.6667,9.1667,-11110.585104
22.8333,9.1667,-8614.149524
23.0000,9.1667,-6195.047151
23.1667,9.1667,-4023.611588
23.3333,9.1667,-2195.724934
23.5000,9.1667,-738.370961
23.6667,9.1667,372.347616
23.8333,9.1667,1188.847458
24.0000,9.1667,1772.307872
24.1667,9.1667,2179.341861
24.3333,9.1667,2455.638474
24.5000,9.1667,2634.958345
24.6667,9.1667,2741.106357
24.8333,9.1667,2790.788311
25.0000,9.1667,2796.067658
25.1667,9.1667,2766.011412
25.3333,9.1667,2707.695510
25.5000,9.1667,2626.888538
25.6667,9.1667,2528.573662
25.8333,9.1667,2417.270950
26.0000,9.1667,2297.092239
26.1667,9.1667,2171.596580
26.3333,9.1667,2043.646337
26.5000,9.1667,1915.442342
26.6667,9.1667,1788.750763
26.8333,9.1667,1665.167796
27.0000,9.1667,1546.238768
27.1667,9.1667,1433.366546
27.3333,9.1667,1327.596941
27.5000,9.1667,1229.434323
27.6667,9.1667,1138.791495
27.8333,9.1667,1055.080573
28.0000,9.1667,977.388265
28.1667,9.1667,904.675210
28.3333,9.1667,835.962370
28.5000,9.1667,770.481038
28.6667,9.1667,707.763251
28.8333,9.1667,647.654941
29.0000,9.1667,590.254939
29.1667,9.1667,535.808187
29.3333,9.1667,484.593445
29.5000,9.1667,436.837704
29.6667,9.1667,392.670257
29.8333,9.1667,352.112152
30.0000,9.1667,315.088448
0.0000,9.3333,17.840064
0.1667,9.3333,20.464811
0.3333,9.3333,23.264245
0.5000,9.3333,26.228768
0.6667,9.3333,29.343092
0.8333,9.3333,32.586974
1.0000,9.3333,35.938951
1.1667,9.3333,39.385400
1.3333,9.3333,42.936457
1.5000,9.3333,46.646973
1.6667,9.3333,50.634889
1.8333,9.3333,55.084066
2.0000,9.3333,60.218183
2.1667,9.3333,66.241048
2.3333,9.3333,73.255451
2.5000,9.3333,81.190170
2.6667,9.3333,89.771370
2.8333,9.3333,98.562825
3.0000,9.3333,107.072091
3.1667,9.3333,114.890195
3.3333,9.3333,121.814866
3.5000,9.3333,127.909587
3.6667,9.3333,133.471934
3.8333,9.3333,138.919529
4.0000,9.3333,144.640139
4.1667,9.3333,150.876175
4.3333,9.3333,157.703269
4.5000,9.3333,165.114758
4.6667,9.3333,173.163310
4.8333,9.3333,182.076892
5.0000,9.3333,192.281691
5.1667,9.3333,204.317076
5.3333,9.3333,218.680970
5.5000,9.3333,235.668660
5.6667,9.3333,255.259792
5.8333,9.3333,277.082896
6.0000,9.3333,300.462017
6.1667,9.3333,324.532155
6.3333,9.3333,348.396094
6.5000,9.3333,371.284268
6.6667,9.3333,392.678125
6.8333,9.3333,412.371868
7.0000,9.3333,430.472216
7.1667,9.3333,447.354720
7.3333,9.3333,463.595183
7.5000,9.3333,479.881073
7.6667,9.3333,496.898344
7.8333,9.3333,515.196694
8.0000,9.3333,535.056668
8.1667,9.3333,556.397606
8.3333,9.3333,578.761159
8.5000,9.3333,601.382066
8.6667,9.3333,623.329926
8.8333,9.3333,643.684770
9.0000,9.3333,661.699422
9.1667,9.3333,676.902577
9.3333,9.3333,689.110979
9.5000,9.3333,698.351270
9.6667,9.3333,704.734308
9.8333,9.3333,708.353353
10.0000,9.3333,709.269904
10.1667,9.3333,707.604569
10.3333,9.3333,703.687308
10.5000,9.3333,698.177500
10.6667,9.3333,692.067100
10.8333,9.3333,686.532150
11.0000,9.3333,682.674095
11.1667,9.3333,681.249595
11.3333,9.3333,682.491073
11.5000,9.3333,686.072591
11.6667,9.3333,691.213795
11.8333,9.3333,696.876054
12.0000,9.3333,701.997656
12.1667,9.3333,705.720388
12.3333,9.3333,707.561129
12.5000,9.3333,707.485788
12.6667,9.3333,705.866947
12.8333,9.3333,703.351951
13.0000,9.3333,700.710091
13.1667,9.3333,698.732597
13.3333,9.3333,698.216382
13.5000,9.3333,700.000030
13.6667,9.3333,704.984986
13.8333,9.3333,714.090899
14.0000,9.3333,728.143958
14.1667,9.3333,747.738787
14.3333,9.3333,773.121443
14.5000,9.3333,804.123339
14.6667,9.3333,840.162064
14.8333,9.3333,880.326023
15.0000,9.3333,923.557927
15.1667,9.3333,968.923934
15.3333,9.3333,1015.902437
15.5000,9.3333,1064.585032
15.6667,9.3333,1115.694068
15.8333,9.3333,1170.397000
16.0000,9.3333,1229.999315
16.1667,9.3333,1295.657887
16.3333,9.3333,1368.228376
16.5000,9.3333,1448.261882
16.6667,9.3333,1536.071846
16.8333,9.3333,1631.771102
17.0000,9.3333,1735.235609
17.1667,9.3333,1846.022958
17.3333,9.3333,1963.292846
17.5000,9.3333,2085.738565
17.6667,9.3333,2211.500933
17.8333,9.3333,2338.055001
18.0000,9.3333,2462.127840
18.1667,9.3333,2579.749271
18.3333,9.3333,2686.485937
18.5000,9.3333,2777.775433
18.6667,9.3333,2849.161272
18.8333,9.3333,2896.234578
19.0000,9.3333,2914.218443
19.1667,9.3333,2897.261225
19.3333,9.3333,2837.491248
19.5000,9.3333,2723.723999
19.6667,9.3333,2539.583933
19.8333,9.3333,2260.947240
20.0000,9.3333,1853.150436
20.1667,9.3333,1269.227046
20.3333,9.3333,451.206301
20.5000,9.3333,-663.217338
20.6667,9.3333,-2127.085112
20.8333,9.3333,-3964.242829
21.0000,9.3333,-6146.952518
21.1667,9.3333,-8578.033453
21.3333,9.3333,-11085.645061
21.5000,9.3333,-13436.773433
21.6667,9.3333,-15370.514937
21.8333,9.3333,-16645.775431
22.0000,9.3333,-17091.935728
22.1667,9.3333,-16647.778929
22.3333,9.3333,-15375.977692
22.5000,9.3333,-13448.127274
22.6667,9.3333,-11105.501870
22.8333,9.3333,-8608.340628
23.0000,9.3333,-6188.373574
23.1667,9.3333,-4015.943325
23.3333,9.3333,-2186.956291
23.5000,9.3333,-728.434443
23.6667,9.3333,383.468577
23.8333,9.3333,1201.106461
24.0000,9.3333,1785.585406
24.1667,9.3333,2193.441064
24.3333,9.3333,2470.292501
24.5000,9.3333,2649.852977
24.6667,9.3333,2755.915150
24.8333,9.3333,2805.210434
25.0000,9.3333,2809.855789
25.1667,9.3333,2778.981426
25.3333,9.3333,2719.718467
25.5000,9.3333,2637.873315
25.6667,9.3333,2538.451096
25.8333,9.3333,2425.987207
26.0000,9.3333,2304.613164
26.1667,9.3333,2177.919460
26.3333,9.3333,2048.813001
26.5000,9.3333,1919.547770
26.6667,9.3333,1791.943302
26.8333,9.3333,1667.639587
27.0000,9.3333,1548.207672
27.1667,9.3333,1435.053221
27.3333,9.3333,1329.202117
27.5000,9.3333,1231.120981
27.6667,9.3333,1140.674738
27.8333,9.3333,1057.225324
28.0000,9.3333,979.812991
28.1667,9.3333,907.359231
28.3333,9.3333,838.854921
28.5000,9.3333,773.511165
28.6667,9.3333,710.850091
28.8333,9.3333,650.717784
29.0000,9.3333,593.221981
29.1667,9.3333,538.622771
29.3333,9.3333,487.217011
29.5000,9.3333,439.249495
29.6667,9.3333,394.864639
29.8333,9.3333,354.094734
30.0000,9.3333,316.872105
0.0000,9.5000,19.078577
0.1667,9.5000,21.827267
0.3333,9.5000,24.756605
0.5000,9.5000,27.856447
0.6667,9.5000,31.111307
0.8333,9.5000,34.500974
1.0000,9.5000,38.003632
1.1667,9.5000,41.603644
1.3333,9.5000,45.305570
1.5000,9.5000,49.152868
1.6667,9.5000,53.244426
1.8333,9.5000,57.737147
2.0000,9.5000,62.822914
2.1667,9.5000,68.676498
2.3333,9.5000,75.386113
2.5000,9.5000,82.893000
2.6667,9.5000,90.970987
2.8333,9.5000,99.265469
3.0000,9.5000,107.387522
3.1667,9.5000,115.034103
3.3333,9.5000,122.091086
3.5000,9.5000,128.677777
3.6667,9.5000,135.109147
3.8333,9.5000,141.782591
4.0000,9.5000,149.032119
4.1667,9.5000,157.017813
4.3333,9.5000,165.710867
4.5000,9.5000,174.988732
4.6667,9.5000,184.793230
4.8333,9.5000,195.266530
5.0000,9.5000,206.791016
5.1667,9.5000,219.910239
5.3333,9.5000,235.165052
5.5000,9.5000,252.911229
5.6667,9.5000,273.183541
5.8333,9.5000,295.646729
6.0000,9.5000,319.642270
6.1667,9.5000,344.312531
6.3333,9.5000,368.765651
6.5000,9.5000,392.238337
6.6667,9.5000,414.220986
6.8333,9.5000,434.526745
7.0000,9.5000,453.304210
7.1667,9.5000,471.002107
7.3333,9.5000,488.291602
7.5000,9.5000,505.947521
7.6667,9.5000,524.695293
7.8333,9.5000,545.046637
8.0000,9.5000,567.163161
8.1667,9.5000,590.789538
8.3333,9.5000,615.280648
8.5000,9.5000,639.717695
8.6667,9.5000,663.081404
8.8333,9.5000,684.436120
9.0000,9.5000,703.078496
9.1667,9.5000,718.614422
9.3333,9.5000,730.945930
9.5000,9.5000,740.178113
9.6667,9.5000,746.489939
9.8333,9.5000,750.034417
10.0000,9.5000,750.924306
10.1667,9.5000,749.316492
10.3333,9.5000,745.550155
10.5000,9.5000,740.254174
10.6667,9.5000,734.344003
10.8333,9.5000,728.879142
11.0000,9.5000,724.824341
11.1667,9.5000,722.809364
11.3333,9.5000,722.981682
11.5000,9.5000,724.998241
11.6667,9.5000,728.142872
11.8333,9.5000,731.520069
12.0000,9.5000,734.270648
12.1667,9.5000,735.762391
12.3333,9.5000,735.714317
12.5000,9.5000,734.223629
12.6667,9.5000,731.693601
12.8333,9.5000,728.703044
13.0000,9.5000,725.886341
13.1667,9.5000,723.881328
13.3333,9.5000,723.352173
13.5000,9.5000,725.040184
13.6667,9.5000,729.777243
13.8333,9.5000,738.425309
14.0000,9.5000,751.755700
14.1667,9.5000,770.314827
14.3333,9.5000,794.320325
14.5000,9.5000,823.609259
14.6667,9.5000,857.646851
14.8333,9.5000,895.608548
15.0000,9.5000,936.550852
15.1667,9.5000,979.662419
15.3333,9.5000,1024.536290
15.5000,9.5000,1071.360968
15.6667,9.5000,1120.935124
15.8333,9.5000,1174.481952
16.0000,9.5000,1233.339709
16.1667,9.5000,1298.668222
16.3333,9.5000,1371.287861
16.5000,9.5000,1451.672594
16.6667,9.5000,1540.024482
16.8333,9.5000,1636.331725
17.0000,9.5000,1740.362094
17.1667,9.5000,1851.608857
17.3333,9.5000,1969.223916
17.5000,9.5000,2091.940159
17.6667,9.5000,2217.957401
17.8333,9.5000,2344.794330
18.0000,9.5000,2469.180324
18.1667,9.5000,2587.100798
18.3333,9.5000,2694.048974
18.5000,9.5000,2785.392477
18.6667,9.5000,2856.640125
18.8333,9.5000,2903.400092
19.0000,9.5000,2920.959024
19.1667,9.5000,2903.553180
19.3333,9.5000,2843.395571
19.5000,9.5000,2729.361253
19.6667,9.5000,2545.098136
19.8333,9.5000,2266.469180
20.0000,9.5000,1858.767661
20.1667,9.5000,1274.964818
20.3333,9.5000,457.021876
20.5000,9.5000,-657.426351
20.6667,9.5000,-2121.459647
20.8333,9.5000,-3958.932391
21.0000,9.5000,-6142.082902
21.1667,9.5000,-8573.680450
21.3333,9.5000,-11081.821761
21.5000,9.5000,-13433.434351
21.6667,9.5000,-15367.573085
21.8333,9.5000,-16643.122115
22.0000,9.5000,-17089.451670
22.1667,9.5000,-16645.331001
22.3333,9.5000,-15373.405266
22.5000,9.5000,-13445.229843
22.6667,9.5000,-11102.040036
22.8333,9.5000,-8604.055586
23.0000,9.5000,-6183.020390
23.1667,9.5000,-4009.326695
23.3333,9.5000,-2178.957194
23.5000,9.5000,-719.021271
23.6667,9.5000,394.243542
23.8333,9.5000,1213.118827
24.0000,9.5000,1798.651456
24.1667,9.5000,2207.328310
24.3333,9.5000,2484.730303
24.5000,9.5000,2664.547949
24.6667,9.5000,2770.573194
24.8333,9.5000,2819.561404
25.0000,9.5000,2823.672710
25.1667,9.5000,2792.086945
25.3333,9.5000,2731.976547
25.5000,9.5000,2649.171147
25.6667,9.5000,2548.681421
25.8333,9.5000,2435.041968
26.0000,9.5000,2312.394723
26.1667,9.5000,2184.367005
26.3333,9.5000,2053.933358
26.5000,9.5000,1923.436383
26.6667,9.5000,1794.784761
26.8333,9.5000,1669.685872
27.0000,9.5000,1549.741247
27.1667,9.5000,1436.346880
27.3333,9.5000,1330.486491
27.5000,9.5000,1232.565757
27.6667,9.5000,1142.383905
27.8333,9.5000,1059.242852
28.0000,9.5000,982.134002
28.1667,9.5000,909.942645
28.3333,9.5000,841.635385
28.5000,9.5000,776.409702
28.6667,9.5000,713.783661
28.8333,9.5000,653.607765
29.0000,9.5000,596.001106
29.1667,9.5000,541.239756
29.3333,9.5000,489.638361
29.5000,9.5000,441.458617
29.6667,9.5000,396.858999
29.8333,9.5000,355.882092
30.0000,9.5000,318.466753
0.0000,9.6667,20.387280
0.1667,9.6667,23.283288
0.3333,9.6667,26.371374
0.5000,9.6667,29.641500
0.6667,9.6667,33.078609
0.8333,9.6667,36.663181
1.0000,9.6667,40.373768
1.1667,9.6667,44.193328
1.3333,9.6667,48.120672
1.5000,9.6667,52.185635
1.6667,9.6667,56.462051
1.8333,9.6667,61.068900
2.0000,9.6667,66.150940
2.1667,9.6667,71.837805
2.3333,9.6667,78.192502
2.5000,9.6667,85.170235
2.6667,9.6667,92.609518
2.8333,9.6667,100.267335
3.0000,9.6667,107.892807
3.1667,9.6667,115.317149
3.3333,9.6667,122.528032
3.5000,9.6667,129.696345
3.6667,9.6667,137.134660
3.8333,9.6667,145.190981
4.0000,9.6667,154.114984
4.1667,9.6667,163.960379
4.3333,9.6667,174.582825
4.5000,9.6667,185.749053
4.6667,9.6667,197.310390
4.8333,9.6667,209.352969
5.0000,9.6667,222.245393
5.1667,9.6667,236.555976
5.3333,9.6667,252.872823
5.5000,9.6667,271.598752
5.6667,9.6667,292.796663
5.8333,9.6667,316.135179
6.0000,9.6667,340.944901
6.1667,9.6667,366.358821
6.3333,9.6667,391.488927
6.5000,9.6667,415.590772
6.6667,9.6667,438.184701
6.8333,9.6667,459.123656
7.0000,9.6667,478.610048
7.1667,9.6667,497.163411
7.3333,9.6667,515.534380
7.5000,9.6667,534.562953
7.6667,9.6667,554.996300
7.8333,9.6667,577.304249
8.0000,9.6667,601.543521
8.1667,9.6667,627.313869
8.3333,9.6667,653.821588
8.5000,9.6667,680.031096
8.6667,9.6667,704.859542
8.8333,9.6667,727.361737
9.0000,9.6667,746.862262
9.1667,9.6667,763.009829
9.3333,9.6667,775.748796
9.5000,9.6667,785.224411
9.6667,9.6667,791.661748
9.8333,9.6667,795.272922
10.0000,9.6667,796.239032
10.1667,9.6667,794.777511
10.3333,9.6667,791.255653
10.5000,9.6667,786.276093
10.6667,9.6667,780.665046
10.8333,9.6667,775.340914
11.0000,9.6667,771.105258
11.1667,9.6667,768.442078
11.3333,9.6667,767.407283
11.5000,9.6667,767.644915
11.6667,9.6667,768.513356
11.8333,9.6667,769.273179
12.0000,9.6667,769.282893
12.1667,9.6667,768.155065
12.3333,9.6667,765.833319
12.5000,9.6667,762.569166
12.6667,9.6667,758.814771
12.8333,9.6667,755.088877
13.0000,9.6667,751.887667
13.1667,9.6667,749.682364
13.3333,9.6667,748.986286
13.5000,9.6667,750.427058
13.6667,9.6667,754.757983
13.8333,9.6667,762.784127
14.0000,9.6667,775.230752
14.1667,9.6667,792.608042
14.3333,9.6667,815.115440
14.5000,9.6667,842.601776
14.6667,9.6667,874.582852
14.8333,9.6667,910.323696
15.0000,9.6667,948.998816
15.1667,9.6667,989.924565
15.3333,9.6667,1032.811188
15.5000,9.6667,1077.939441
15.6667,9.6667,1126.170318
15.8333,9.6667,1178.762118
16.0000,9.6667,1237.065569
16.1667,9.6667,1302.230999
16.3333,9.6667,1375.042322
16.5000,9.6667,1455.903447
16.6667,9.6667,1544.911921
16.8333,9.6667,1641.928114
17.0000,9.6667,1746.592121
17.1667,9.6667,1858.298711
17.3333,9.6667,1976.153935
17.5000,9.6667,2098.905060
17.6667,9.6667,2224.813534
17.8333,9.6667,2351.477298
18.0000,9.6667,2475.688581
18.1667,9.6667,2593.456709
18.3333,9.6667,2700.259712
18.5000,9.6667,2791.431574
18.6667,9.6667,2862.456697
18.8333,9.6667,2908.945952
19.0000,9.6667,2926.215718
19.1667,9.6667,2908.545595
19.3333,9.6667,2848.190351
19.5000,9.6667,2734.056431
19.6667,9.6667,2549.810055
19.8333,9.6667,2271.317155
20.0000,9.6667,1863.853467
20.1667,9.6667,1280.346981
20.3333,9.6667,462.691255
20.5000,9.6667,-651.559119
20.6667,9.6667,-2115.556426
20.8333,9.6667,-3953.198576
21.0000,9.6667,-6136.724999
21.1667,9.6667,-8568.863972
21.3333,9.6667,-11077.643376
21.5000,9.6667,-13429.915754
21.6667,9.6667,-15364.673439
21.8333,9.6667,-16640.756786
22.0000,9.6667,-17087.503257
22.1667,9.6667,-16643.645723
22.3333,9.6667,-15371.779351
22.5000,9.6667,-13443.399305
22.6667,9.6667,-11099.687807
22.8333,9.6667,-8600.842136
23.0000,9.6667,-6178.632328
23.1667,9.6667,-4003.528464
23.3333,9.6667,-2171.628602
23.5000,9.6667,-710.169221
23.6667,9.6667,404.499845
23.8333,9.6667,1224.579495
24.0000,9.6667,1811.070336
24.1667,9.6667,2220.439862
24.3333,9.6667,2498.266617
24.5000,9.6667,2678.249925
24.6667,9.6667,2784.200848
24.8333,9.6667,2832.904588
25.0000,9.6667,2836.558931
25.1667,9.6667,2804.380915
25.3333,9.6667,2743.568244
25.5000,9.6667,2659.955128
25.6667,9.6667,2558.537060
25.8333,9.6667,2443.827839
26.0000,9.6667,2319.966447
26.1667,9.6667,2190.616666
26.3333,9.6667,2058.835693
26.5000,9.6667,1927.080631
26.6667,9.6667,1797.376103
26.8333,9.6667,1671.514036
27.0000,9.6667,1551.127985
27.1667,9.6667,1437.591022
27.3333,9.6667,1331.822974
27.5000,9.6667,1234.146583
27.6667,9.6667,1144.279829
27.8333,9.6667,1061.458592
28.0000,9.6667,984.628451
28.1667,9.6667,912.647695
28.3333,9.6667,844.470500
28.5000,9.6667,779.292199
28.6667,9.6667,716.635913
28.8333,9.6667,656.362431
29.0000,9.6667,598.604785
29.1667,9.6667,543.654923
29.3333,9.6667,491.843414
29.5000,9.6667,443.446188
29.6667,9.6667,398.633070
29.8333,9.6667,357.454648
30.0000,9.6667,319.854606
0.0000,9.8333,21.773013
0.1667,9.8333,24.844834
0.3333,9.8333,28.127464
0.5000,9.8333,31.611829
0.6667,9.8333,35.283903
0.8333,9.8333,39.125151
1.0000,9.8333,43.114411
1.1667,9.8333,47.232628
1.3333,9.8333,51.471308
1.5000,9.8333,55.843364
1.6667,9.8333,60.391581
1.8333,9.8333,65.187831
2.0000,9.8333,70.318293
2.1667,9.8333,75.856672
2.3333,9.8333,81.835148
2.5000,9.8333,88.226547
2.6667,9.8333,94.948079
2.8333,9.8333,101.889047
3.0000,9.8333,108.956704
3.1667,9.8333,116.128421
3.3333,9.8333,123.493447
3.5000,9.8333,131.263287
3.6667,9.8333,139.731516
3.8333,9.8333,149.180429
4.0000,9.8333,159.763901
4.1667,9.8333,171.425516
4.3333,9.8333,183.911002
4.5000,9.8333,196.891610
4.6667,9.8333,210.150968
4.8333,9.8333,223.744389
5.0000,9.8333,238.047045
5.1667,9.8333,253.660796
5.3333,9.8333,271.214995
5.5000,9.8333,291.140419
5.6667,9.8333,313.501494
5.8333,9.8333,337.943505
6.0000,9.8333,363.764276
6.1667,9.8333,390.074817
6.3333,9.8333,415.989695
6.5000,9.8333,440.793320
6.6667,9.8333,464.054183
6.8333,9.8333,485.684653
7.0000,9.8333,505.953078
7.1667,9.8333,525.447327
7.3333,9.8333,544.979750
7.5000,9.8333,565.429835
7.6667,9.8333,587.545211
7.8333,9.8333,611.748372
8.0000,9.8333,638.006870
8.1667,9.8333,665.809812
8.3333,9.8333,694.258722
8.5000,9.8333,722.242517
8.6667,9.8333,748.642108
8.8333,9.8333,772.508632
9.0000,9.8333,793.177484
9.1667,9.8333,810.305117
9.3333,9.8333,823.835032
9.5000,9.8333,833.912814
9.6667,9.8333,840.782210
9.8333,9.8333,844.702791
10.0000,9.8333,845.925141
10.1667,9.8333,844.734075
10.3333,9.8333,841.530326
10.5000,9.8333,836.890421
10.6667,9.8333,831.547486
10.8333,9.8333,826.275730
11.0000,9.8333,821.716468
11.1667,9.8333,818.219319
11.3333,9.8333,815.766096
11.5000,9.8333,814.005185
11.6667,9.8333,812.379721
11.8333,9.8333,810.306043
12.0000,9.8333,807.351352
12.1667,9.8333,803.361225
12.3333,9.8333,798.496231
12.5000,9.8333,793.163228
12.6667,9.8333,787.873396
12.8333,9.8333,783.100680
13.0000,9.8333,779.216985
13.1667,9.8333,776.533723
13.3333,9.8333,775.411283
13.5000,9.8333,776.356057
13.6667,9.8333,780.036361
13.8333,9.8333,787.201028
14.0000,9.8333,798.538892
14.1667,9.8333,814.539758
14.3333,9.8333,835.401402
14.5000,9.8333,860.996304
14.6667,9.8333,890.895305
14.8333,9.8333,924.450692
15.0000,9.8333,960.948683
15.1667,9.8333,999.825725
15.3333,9.8333,1040.900637
15.5000,9.8333,1084.534696
15.6667,9.8333,1131.634405
15.8333,9.8333,1183.472510
16.0000,9.8333,1241.393046
16.1667,9.8333,1306.525987
16.3333,9.8333,1379.620179
16.5000,9.8333,1461.021130
16.6667,9.8333,1550.736320
16.8333,9.8333,1648.505933
17.0000,9.8333,1753.836053
17.1667,9.8333,1866.001648
17.3333,9.8333,1984.033270
17.5000,9.8333,2106.666918
17.6667,9.8333,2232.216990
17.8333,9.8333,2358.376445
18.0000,9.8333,2482.038840
18.1667,9.8333,2599.288538
18.3333,9.8333,2705.638342
18.5000,9.8333,2796.424977
18.6667,9.8333,2867.123537
18.8333,9.8333,2913.339695
19.0000,9.8333,2930.392738
19.1667,9.8333,2912.568871
19.3333,9.8333,2852.129765
19.5000,9.8333,2737.991285
19.6667,9.8333,2553.834742
19.8333,9.8333,2275.542440
20.0000,9.8333,1868.393219
20.1667,9.8333,1285.287648
20.3333,9.8333,468.053886
20.5000,9.8333,-645.846563
20.6667,9.8333,-2109.661094
20.8333,9.8333,-3947.354792
21.0000,9.8333,-6131.185278
21.1667,9.8333,-8563.846627
21.3333,9.8333,-11073.294886
21.5000,9.8333,-13426.298009
21.6667,9.8333,-15361.773175
21.8333,9.8333,-16638.503952
22.0000,9.8333,-17085.782992
22.1667,9.8333,-16642.296158
22.3333,9.8333,-15370.579521
22.5000,9.8333,-13442.060540
22.6667,9.8333,-11097.863199
22.8333,9.8333,-8598.161596
23.0000,9.8333,-6174.758791
23.1667,9.8333,-3998.219413
23.3333,9.8333,-2164.781848
23.5000,9.8333,-701.836474
23.6667,9.8333,414.135166
23.8333,9.8333,1235.249256
24.0000,9.8333,1822.474617
24.1667,9.8333,2232.289305
24.3333,9.8333,2510.307076
24.5000,9.8333,2690.271690
24.6667,9.8333,2796.039094
24.8333,9.8333,2844.436295
25.0000,9.8333,2847.697194
25.1667,9.8333,2815.063943
25.3333,9.8333,2753.740593
25.5000,9.8333,2669.543433
25.6667,9.8333,2567.429628
25.8333,9.8333,2451.871617
26.0000,9.8333,2326.991125
26.1667,9.8333,2196.483393
26.3333,9.8333,2063.493218
26.5000,9.8333,1930.604221
26.6667,9.8333,1799.970207
26.8333,9.8333,1673.475610
27.0000,9.8333,1552.784330
27.1667,9.8333,1439.234896
27.3333,9.8333,1333.665557
27.5000,9.8333,1236.298760
27.6667,9.8333,1146.760287
27.8333,9.8333,1064.218875
28.0000,9.8333,987.582765
28.1667,9.8333,915.698216
28.3333,9.8333,847.524166
28.5000,9.8333,782.269434
28.6667,9.8333,719.473851
28.8333,9.8333,659.015220
29.0000,9.8333,601.042589
29.1667,9.8333,545.862279
29.3333,9.8333,493.817117
29.5000,9.8333,445.192790
29.6667,9.8333,400.166205
29.8333,9.8333,358.792442
30.0000,9.8333,321.017432
0.0000,10.0000,23.230719
0.1667,10.0000,26.507740
0.3333,10.0000,30.022300
0.5000,10.0000,33.767215
0.6667,10.0000,37.729980
0.8333,10.0000,41.892868
1.0000,10.0000,46.234014
1.1667,10.0000,50.730374
1.3333,10.0000,55.363065
1.5000,10.0000,60.123784
1.6667,10.0000,65.018861
1.8333,10.0000,70.067105
2.0000,10.0000,75.290885
2.1667,10.0000,80.705331
2.3333,10.0000,86.313537
2.5000,10.0000,92.112625
2.6667,10.0000,98.108347
2.8333,10.0000,104.331214
3.0000,10.0000,110.849583
3.1667,10.0000,117.780954
3.3333,10.0000,125.302143
3.5000,10.0000,133.648374
3.6667,10.0000,143.081170
3.8333,10.0000,153.812944
4.0000,10.0000,165.907940
4.1667,10.0000,179.214636
4.3333,10.0000,193.389921
4.5000,10.0000,208.033658
4.6667,10.0000,222.885275
4.8333,10.0000,237.987675
5.0000,10.0000,253.731427
5.1667,10.0000,270.748597
5.3333,10.0000,289.695303
5.5000,10.0000,311.009073
5.6667,10.0000,334.733696
5.8333,10.0000,360.472538
6.0000,10.0000,387.477692
6.1667,10.0000,414.831288
6.3333,10.0000,441.650029
6.5000,10.0000,467.253937
6.6667,10.0000,491.272941
6.8333,10.0000,513.694398
7.0000,10.0000,534.862769
7.1667,10.0000,555.431833
7.3333,10.0000,576.258903
7.5000,10.0000,598.238019
7.6667,10.0000,622.095647
7.8333,10.0000,648.199737
8.0000,10.0000,676.441310
8.1667,10.0000,706.229076
8.3333,10.0000,736.599197
8.5000,10.0000,766.402546
8.6667,10.0000,794.509374
8.8333,10.0000,819.975011
9.0000,10.0000,842.135255
9.1667,10.0000,860.629665
9.3333,10.0000,875.368712
9.5000,10.0000,886.465439
9.6667,10.0000,894.153497
9.8333,10.0000,898.716930
10.0000,10.0000,900.457593
10.1667,10.0000,899.712458
10.3333,10.0000,896.903384
10.5000,10.0000,892.574172
10.6667,10.0000,887.368426
10.8333,10.0000,881.933195
11.0000,10.0000,876.779382
11.1667,10.0000,872.159505
11.3333,10.0000,868.017446
11.5000,10.0000,864.031893
11.6667,10.0000,859.739751
11.8333,10.0000,854.702983
12.0000,10.0000,848.671446
12.1667,10.0000,841.690006
12.3333,10.0000,834.105674
12.5000,10.0000,826.463613
12.6667,10.0000,819.336003
12.8333,10.0000,813.171196
13.0000,10.0000,808.244547
13.1667,10.0000,804.732570
13.3333,10.0000,802.856691
13.5000,10.0000,803.003895
13.6667,10.0000,805.752461
13.8333,10.0000,811.791045
14.0000,10.0000,821.775531
14.1667,10.0000,836.187994
14.3333,10.0000,855.243022
14.5000,10.0000,878.854352
14.6667,10.0000,906.657925
14.8333,10.0000,938.092379
15.0000,10.0000,972.544936
15.1667,10.0000,1009.555626
15.3333,10.0000,1049.033176
15.5000,10.0000,1091.399801
15.6667,10.0000,1137.586681
15.8333,10.0000,1188.859626
16.0000,10.0000,1246.537490
16.1667,10.0000,1311.719462
16.3333,10.0000,1385.120719
16.5000,10.0000,1467.041206
16.6667,10.0000,1557.417700
16.8333,10.0000,1655.888606
17.0000,10.0000,1761.836474
17.1667,10.0000,1874.415016
17.3333,10.0000,1992.566284
17.5000,10.0000,2114.995343
17.6667,10.0000,2240.051407
17.8333,10.0000,2365.514727
18.0000,10.0000,2488.388946
